CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2019-12-31;1;BCO BRASIL S.A.;001023;DFP;90922;2020-02-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=90922
00.000.000/0001-91;2019-12-31;2;BCO BRASIL S.A.;001023;DFP;92773;2020-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=92773
00.000.208/0001-00;2019-12-31;1;BRB BANCO DE BRASILIA S.A.;014206;DFP;91094;2020-02-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=91094
00.000.208/0001-00;2019-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DFP;93425;2020-05-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93425
00.000.208/0001-00;2019-12-31;3;BRB BANCO DE BRASILIA S.A.;014206;DFP;93695;2020-06-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=93695
00.001.180/0001-26;2019-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DFP;91942;2020-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=91942
00.070.698/0001-11;2019-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DFP;91873;2020-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=91873
00.192.769/0001-59;2019-12-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DFP;92065;2020-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=92065
00.242.184/0001-04;2019-12-31;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;DFP;103716;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103716
00.272.185/0001-93;2019-12-31;1;CIMS S.A.;014818;DFP;91992;2020-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=91992
