CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2020-12-31;1;BCO BRASIL S.A.;001023;DFP;100120;2021-02-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100120
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DFP;102382;2021-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102382
00.000.208/0001-00;2020-12-31;1;BRB BANCO DE BRASILIA S.A.;014206;DFP;100147;2021-02-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100147
00.000.208/0001-00;2020-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DFP;102706;2021-04-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102706
00.000.208/0001-00;2020-12-31;3;BRB BANCO DE BRASILIA S.A.;014206;DFP;104653;2021-05-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104653
00.000.208/0001-00;2020-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DFP;108328;2021-08-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108328
00.001.180/0001-26;2020-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DFP;102103;2021-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102103
00.070.698/0001-11;2020-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DFP;102305;2021-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102305
00.080.671/0001-00;2020-12-31;1;CARAMURU ALIMENTOS S.A.;026190;DFP;105997;2021-07-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105997
00.080.671/0001-00;2020-12-31;2;CARAMURU ALIMENTOS S.A.;026190;DFP;116961;2022-06-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116961
00.192.769/0001-59;2020-12-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DFP;102221;2021-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102221
00.194.724/0001-13;2020-12-31;1;AES BRASIL OPERAÇÕES S.A.;026174;DFP;104141;2021-07-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104141
00.242.184/0001-04;2020-12-31;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;DFP;103717;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103717
00.272.185/0001-93;2020-12-31;1;CIMS S.A.;014818;DFP;102527;2021-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102527
00.272.185/0001-93;2020-12-31;2;CIMS S.A.;014818;DFP;102801;2021-04-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102801
00.336.701/0001-04;2020-12-31;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;DFP;102049;2021-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102049
00.359.742/0001-08;2020-12-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DFP;101025;2021-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=101025
00.383.281/0001-09;2020-12-31;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;DFP;100894;2021-03-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100894
00.383.281/0001-09;2020-12-31;2;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;DFP;100937;2021-03-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100937
00.389.481/0001-79;2020-12-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;DFP;100801;2021-03-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100801
00.389.481/0001-79;2020-12-31;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;DFP;102125;2021-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102125
00.416.968/0001-01;2020-12-31;1;BANCO INTER S.A.;024406;DFP;100465;2021-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100465
00.545.378/0001-70;2020-12-31;1;SERRA AZUL WATER PARK SA;014966;DFP;102566;2021-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102566
00.622.416/0001-41;2020-12-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DFP;102047;2021-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102047
00.644.907/0001-93;2020-12-31;1;INVESTCO S.A.;018589;DFP;100312;2021-02-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100312
00.743.065/0001-27;2020-12-31;1;LITEL PARTICIPACOES S.A.;015091;DFP;102291;2021-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102291
00.776.574/0001-56;2020-12-31;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;DFP;100677;2021-03-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100677
00.776.574/0001-56;2020-12-31;2;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;DFP;100690;2021-03-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100690
00.864.214/0001-06;2020-12-31;1;ENERGISA S.A.;015253;DFP;100862;2021-03-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100862
00.864.214/0001-06;2020-12-31;2;ENERGISA S.A.;015253;DFP;102789;2021-04-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102789
00.897.864/0001-58;2020-12-31;1;SANTA CATARINA PART INVEST SA;015199;DFP;102351;2021-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102351
00.924.429/0001-75;2020-12-31;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;DFP;100320;2021-02-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100320
00.924.429/0001-75;2020-12-31;2;FERROVIA CENTRO-ATLANTICA S.A.;015369;DFP;100464;2021-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100464
00.924.429/0001-75;2020-12-31;3;FERROVIA CENTRO-ATLANTICA S.A.;015369;DFP;109537;2021-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109537
00.938.574/0001-05;2020-12-31;1;CONC RIO-TERESOPOLIS S.A.;019208;DFP;100173;2021-02-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100173
00.974.211/0001-25;2020-12-31;1;LINHA AMARELA S.A. - LAMSA;024937;DFP;102370;2021-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102370
00.979.969/0001-56;2020-12-31;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;DFP;102173;2021-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102173
01.027.058/0001-91;2020-12-31;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;DFP;99718;2021-01-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=99718
01.027.058/0001-91;2020-12-31;2;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;DFP;100519;2021-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100519
01.083.200/0001-18;2020-12-31;1;NEOENERGIA S.A.;015539;DFP;100039;2021-02-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100039
01.104.937/0001-70;2020-12-31;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;DFP;102104;2021-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102104
01.107.327/0001-20;2020-12-31;1;BBM LOGÍSTICA S.A.;024660;DFP;100957;2021-03-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=100957
01.258.944/0001-26;2020-12-31;1;RUMO MALHA SUL S.A.;015709;DFP;101028;2021-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=101028
01.258.944/0001-26;2020-12-31;2;RUMO MALHA SUL S.A.;015709;DFP;102169;2021-03-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102169
01.319.044/0001-41;2020-12-31;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;DFP;102486;2021-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102486
