CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2018-12-31;1;BCO BRASIL S.A.;001023;DFP;80655;2019-02-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=80655
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DFP;81425;2019-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=81425
00.000.208/0001-00;2018-12-31;1;BRB BANCO DE BRASILIA S.A.;014206;DFP;87033;2019-08-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=87033
00.000.208/0001-00;2018-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DFP;90360;2020-01-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=90360
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DFP;81620;2019-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=81620
00.070.698/0001-11;2018-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DFP;81898;2019-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=81898
00.115.890/0001-87;2018-12-31;1;SHOPPING CENTER TACARUNA SA;015733;DFP;81672;2019-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=81672
00.192.769/0001-59;2018-12-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DFP;81509;2019-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=81509
00.272.185/0001-93;2018-12-31;1;CIMS S.A.;014818;DFP;81796;2019-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=81796
00.336.701/0001-04;2018-12-31;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;DFP;81236;2019-03-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=81236
