CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2017-12-31;1;BCO BRASIL S.A.;001023;DFP;71664;2018-02-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=71664
00.000.000/0001-91;2017-12-31;2;BCO BRASIL S.A.;001023;DFP;72574;2018-03-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=72574
00.000.208/0001-00;2017-12-31;1;BRB BANCO DE BRASILIA S.A.;014206;DFP;71968;2018-03-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=71968
00.000.208/0001-00;2017-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DFP;72176;2018-03-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=72176
00.000.208/0001-00;2017-12-31;3;BRB BANCO DE BRASILIA S.A.;014206;DFP;73574;2018-04-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=73574
00.001.180/0001-26;2017-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DFP;72695;2018-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=72695
00.070.698/0001-11;2017-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DFP;72930;2018-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=72930
00.115.890/0001-87;2017-12-31;1;SHOPPING CENTER TACARUNA SA;015733;DFP;72910;2018-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=72910
00.192.769/0001-59;2017-12-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DFP;72730;2018-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=72730
00.272.185/0001-93;2017-12-31;1;CIMS S.A.;014818;DFP;72741;2018-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=72741
