CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2016-12-31;1;BCO BRASIL S.A.;001023;DFP;62557;2017-02-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=62557
00.000.000/0001-91;2016-12-31;2;BCO BRASIL S.A.;001023;DFP;62564;2017-02-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=62564
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DFP;63563;2017-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63563
00.000.208/0001-00;2016-12-31;1;BRB BANCO DE BRASILIA S.A.;014206;DFP;63622;2017-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63622
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DFP;64786;2017-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=64786
00.001.180/0001-26;2016-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DFP;63647;2017-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63647
00.070.698/0001-11;2016-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DFP;63707;2017-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63707
00.115.890/0001-87;2016-12-31;1;SHOPPING CENTER TACARUNA SA;015733;DFP;63778;2017-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63778
00.192.769/0001-59;2016-12-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DFP;63783;2017-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63783
00.272.185/0001-93;2016-12-31;1;CIMS S.A.;014818;DFP;63531;2017-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63531
00.336.701/0001-04;2016-12-31;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;DFP;63082;2017-03-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63082
00.354.053/0001-00;2016-12-31;1;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DFP;63511;2017-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63511
00.359.742/0001-08;2016-12-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DFP;62365;2017-02-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=62365
00.383.281/0001-09;2016-12-31;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;DFP;63049;2017-03-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63049
00.514.998/0001-42;2016-12-31;1;ELETRON S.A.;016209;DFP;63131;2017-03-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63131
00.514.998/0001-42;2016-12-31;2;ELETRON S.A.;016209;DFP;63249;2017-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63249
00.545.378/0001-70;2016-12-31;1;SERRA AZUL WATER PARK SA;014966;DFP;63695;2017-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63695
00.592.603/0001-20;2016-12-31;1;MAGNESITA MINERAÇÃO S.A.;024244;DFP;68985;2017-10-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=68985
00.622.416/0001-41;2016-12-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DFP;63108;2017-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63108
00.644.907/0001-93;2016-12-31;1;INVESTCO S.A.;018589;DFP;62725;2017-02-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=62725
00.743.065/0001-27;2016-12-31;1;LITEL PARTICIPACOES S.A.;015091;DFP;63359;2017-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63359
00.776.574/0001-56;2016-12-31;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;DFP;62640;2017-02-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=62640
00.861.626/0001-92;2016-12-31;1;CONC RODOVIA PRES. DUTRA S.A.;019577;DFP;62918;2017-03-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=62918
00.864.214/0001-06;2016-12-31;1;ENERGISA S.A.;015253;DFP;63502;2017-03-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63502
00.866.577/0001-80;2016-12-31;1;SAUIPE SA;015261;DFP;63660;2017-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63660
00.866.577/0001-80;2016-12-31;2;SAUIPE SA;015261;DFP;64452;2017-04-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=64452
00.897.864/0001-58;2016-12-31;1;SANTA CATARINA PART INVEST SA;015199;DFP;63666;2017-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63666
00.924.429/0001-75;2016-12-31;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;DFP;63566;2017-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=63566
