CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2011-12-31;1;BCO BRASIL S.A.;001023;DFP;14283;2012-02-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=14283
00.000.000/0001-91;2011-12-31;2;BCO BRASIL S.A.;001023;DFP;14284;2012-02-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=14284
00.000.000/0001-91;2011-12-31;3;BCO BRASIL S.A.;001023;DFP;15810;2012-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=15810
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DFP;16045;2012-04-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=16045
00.000.208/0001-00;2011-12-31;1;BRB BANCO DE BRASILIA S.A.;014206;DFP;15261;2012-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=15261
00.000.208/0001-00;2011-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DFP;15280;2012-03-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=15280
00.000.208/0001-00;2011-12-31;3;BRB BANCO DE BRASILIA S.A.;014206;DFP;15812;2012-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=15812
00.000.208/0001-00;2011-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DFP;15921;2012-04-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=15921
00.001.180/0001-26;2011-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DFP;16247;2012-04-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=16247
00.070.698/0001-11;2011-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DFP;15876;2012-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=15876
00.070.698/0001-11;2011-12-31;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DFP;16053;2012-04-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=16053
00.108.786/0001-65;2011-12-31;1;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;DFP;14309;2012-02-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=14309
00.115.890/0001-87;2011-12-31;1;SHOPPING CENTER TACARUNA SA;015733;DFP;15278;2012-03-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=15278
00.185.475/0001-08;2011-12-31;1;PARCOM PARTICIPACOES S.A. - EM LIQUIDAÇÃO;014680;DFP;15668;2012-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=15668
00.192.769/0001-59;2011-12-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DFP;16607;2012-05-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=16607
00.249.786/0001-85;2011-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DFP;15663;2012-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=15663
00.272.185/0001-93;2011-12-31;1;CIMS S.A.;014818;DFP;15669;2012-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=15669
00.336.701/0001-04;2011-12-31;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;DFP;14660;2012-03-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=14660
00.336.701/0001-04;2011-12-31;2;TELEC BRASILEIRAS S.A. TELEBRAS;011258;DFP;19919;2012-07-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=19919
