CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.000/0001-91;2012-12-31;1;BCO BRASIL S.A.;001023;DFP;24372;2013-02-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24372
00.000.000/0001-91;2012-12-31;2;BCO BRASIL S.A.;001023;DFP;24598;2013-03-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24598
00.000.000/0001-91;2012-12-31;3;BCO BRASIL S.A.;001023;DFP;25253;2013-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25253
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;001023;DFP;25257;2013-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25257
00.000.208/0001-00;2012-12-31;1;BRB BANCO DE BRASILIA S.A.;014206;DFP;24834;2013-03-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24834
00.000.208/0001-00;2012-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DFP;25748;2013-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25748
00.000.208/0001-00;2012-12-31;3;BRB BANCO DE BRASILIA S.A.;014206;DFP;25827;2013-04-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25827
00.000.208/0001-00;2012-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DFP;25830;2013-04-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25830
00.001.180/0001-26;2012-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DFP;25554;2013-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25554
00.001.180/0001-26;2012-12-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DFP;25818;2013-04-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25818
00.001.180/0001-26;2012-12-31;3;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DFP;26089;2013-04-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=26089
00.070.698/0001-11;2012-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DFP;25478;2013-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25478
00.070.698/0001-11;2012-12-31;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DFP;25650;2013-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25650
00.108.786/0001-65;2012-12-31;1;NET SERVIÇOS DE COMUNICAÇÃO S.A.;014621;DFP;24872;2013-03-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24872
00.115.890/0001-87;2012-12-31;1;SHOPPING CENTER TACARUNA SA;015733;DFP;25633;2013-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25633
00.185.475/0001-08;2012-12-31;1;PARCOM PARTICIPACOES S.A. - EM LIQUIDAÇÃO;014680;DFP;25723;2013-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25723
00.192.769/0001-59;2012-12-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;DFP;25767;2013-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25767
00.249.786/0001-85;2012-12-31;1;FORPART S.A. - EM LIQUIDAÇÃO;014796;DFP;25746;2013-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25746
00.272.185/0001-93;2012-12-31;1;CIMS S.A.;014818;DFP;25409;2013-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25409
00.336.701/0001-04;2012-12-31;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;DFP;24588;2013-03-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24588
00.336.701/0001-04;2012-12-31;2;TELEC BRASILEIRAS S.A. TELEBRAS;011258;DFP;24606;2013-03-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24606
00.336.701/0001-04;2012-12-31;3;TELEC BRASILEIRAS S.A. TELEBRAS;011258;DFP;24611;2013-03-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24611
00.336.701/0001-04;2012-12-31;4;TELEC BRASILEIRAS S.A. TELEBRAS;011258;DFP;24826;2013-03-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24826
00.354.053/0001-00;2012-12-31;1;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DFP;25796;2013-03-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25796
00.354.053/0001-00;2012-12-31;2;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;015083;DFP;26079;2013-04-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=26079
00.359.742/0001-08;2012-12-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;DFP;25656;2013-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25656
00.383.281/0001-09;2012-12-31;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;DFP;24406;2013-02-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24406
00.383.281/0001-09;2012-12-31;2;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;DFP;24459;2013-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24459
00.514.998/0001-42;2012-12-31;1;ELETRON S.A.;016209;DFP;25602;2013-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25602
00.545.378/0001-70;2012-12-31;1;SERRA AZUL WATER PARK SA;014966;DFP;25833;2013-04-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25833
00.622.416/0001-41;2012-12-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DFP;25786;2013-03-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25786
00.622.416/0001-41;2012-12-31;2;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;DFP;26088;2013-04-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=26088
00.644.907/0001-93;2012-12-31;1;INVESTCO S.A.;018589;DFP;24652;2013-03-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24652
00.649.881/0001-76;2012-12-31;1;GTD PARTICIPACOES SA;014915;DFP;25188;2013-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25188
00.743.065/0001-27;2012-12-31;1;LITEL PARTICIPACOES S.A.;015091;DFP;25567;2013-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25567
00.743.065/0001-27;2012-12-31;2;LITEL PARTICIPACOES S.A.;015091;DFP;25764;2013-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25764
00.776.574/0001-56;2012-12-31;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;DFP;24779;2013-03-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24779
00.861.626/0001-92;2012-12-31;1;CONC RODOVIA PRES. DUTRA S.A.;019577;DFP;25011;2013-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25011
00.864.214/0001-06;2012-12-31;1;ENERGISA S.A.;015253;DFP;24705;2013-03-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24705
00.866.577/0001-80;2012-12-31;1;SAUIPE SA;015261;DFP;25318;2013-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25318
00.866.577/0001-80;2012-12-31;2;SAUIPE SA;015261;DFP;25424;2013-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25424
00.897.864/0001-58;2012-12-31;1;SANTA CATARINA PART INVEST SA;015199;DFP;25400;2013-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25400
00.924.429/0001-75;2012-12-31;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;DFP;24470;2013-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=24470
00.924.429/0001-75;2012-12-31;2;FERROVIA CENTRO-ATLANTICA S.A.;015369;DFP;25162;2013-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25162
00.924.432/0001-99;2012-12-31;1;HOPI HARI SA;015377;DFP;36303;2014-04-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=36303
00.924.432/0001-99;2012-12-31;2;HOPI HARI SA;015377;DFP;36335;2014-04-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=36335
00.938.574/0001-05;2012-12-31;1;CONC RIO-TERESOPOLIS S.A.;019208;DFP;25413;2013-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=25413
